Tweet No,Tweet Text,Match,Polarity
4580,20210413 fnsjeong yunhoatiny its very windy todaybe careful not to catch a cold the picture is from kingdom press conference,cold,negative
4581,required abboplasma donor patient namegtabdul hamid khothospitalgthiranandani powaiconditions for donor1 weight gt 55 kg2 age gt 18 yrs to 55 yrs3 should be covid recovered more than 28 dayssaad khot  9820230535fahim khan sarguroh  8425922786,patient,positive
4582,youre completely lost convincing yourself we live in a world with a deadly virus its not there mate free your mind its not the magic vaccine or the lockdowns or the 50p masks that have defeated it,"convincing,free,magic,defeated,lost,deadly,virus",positive
4583,6 cases out of 7 million people what a disaster this is going to get people killed and its going to create more vaccine hesitancy these people dont understand costbenefit analysis they keep making mistakes by orders of magnitude,"disaster,killed,mistakes",negative
4584,6 cases of blood cots out of 6 million vaccinations and we  pause a lifesaving vaccinebut 38000 gun deaths a year and republicans want to make it easier to get a gun,easier,positive
4585,shooting  cold at 10300 se main st port portland police pp21000098577 0634 pdx911,cold,negative
4586,c   cancel b   boards s   sabhi e   examsdont let the exam centres become covid hotspotsstudents are precious cancelboardexams2021 cancelboardexam2021,precious,positive
4587,it is though you are saying there are reasons to avoid vaccines because of this horrendous possibility while disregarding this far more likely outcome cause by avoiding the vaccine,horrendous,negative
4588,the european commission has said it is seeking clarification from johnson amp johnson about its completely unexpected announcement of delays in deliveries of vaccines to the eu over blood clots,"unexpected,delays",negative
4589,this is a liquidnitrogencold take,No Match,neutral
4590,pikachu is that you throughout the summer months the american pika will meticulously gather food for the cold winter months ahead they will even lay their grasses and plants out in the sun to dry so that they dont get mouldyearthcapture by sriram udhayab,"meticulously,cold",neutral
4591,those asking for political rallies to stop amp kumbh mela to be cut short wont breathe a word about 5monthold farmers protests superspreaders in covidhit punjab are a protected species,protests,negative
4592,oh dear its rainingcome inside it would be a shame if you caught a cold i can make you something warm,"warm,shame,cold",negative
4593,i miss that homewood suites  covid needs to end already,miss,negative
4594,india might cure covid19 virus sooner than the caste virus 2 dalit guys were klled in tn by uc brats because they thought they were being disrespectful to them hurled casteist abuses while stabbingto think they deserved respect amp that they could kll for being denied,"cure,respect,virus,disrespectful,abuses,denied",negative
4595,the jampj vaccine is much much safer than injecting bleach,No Match,neutral
4596,if you feel justified in shutting down peoples lives due to your fear of a 99 survival virusthen im justified saying no thanks for now on an experimental mrna injection that will permanently alter my immune system,"survival,fear",neutral
4597,6 cases of blood cots out of 6 million vaccinations and we  pause a lifesaving vaccinebut 38000 gun deaths a year and republicans want to make it easier to get a gun,easier,positive
4598,there have been reports of people having blood clots after taking the johnsonampjohnson one shot vaccine the vaccine is being halted for now,No Match,neutral
4599,not johnson amp johnson vaccine taking people out,No Match,neutral
4600,6 cases of blood cots out of 6 million vaccinations and we  pause a lifesaving vaccinebut 38000 gun deaths a year and republicans want to make it easier to get a gun,easier,positive
4601,do you feel anything at all when you copy and paste lines like china and russia seek advantage through such avenues as vaccine diplomacydoes a part of you wonder whether the line makes sense whether it merits being reproduced like that,"like,advantage,wonder",positive
4602,ad industrys covid comeback  axiosam,No Match,neutral
4603,for perspective here are some numbers1 in 1000000 jampj vaccine1 in 3000 oral contraceptives1 in 5 hospitalized covid19 patientsas someone who got the jampj vaccine 8 days ago and who took oral contraceptives for 20 years ill take these odds,No Match,neutral
4604,my husband loved craftsman too until he got a dewalt corless drill now his covid hobby is collecting all the dewalt cordless tools,loved,positive
